WARN  2019-04-17 22:09:10,783 [72   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
INFO  2019-04-17 22:40:56,085 [6    ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,086 [6    ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,086 [6    ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,086 [6    ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,086 [6    ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,086 [6    ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,092 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetUserNotifications", controller = "Notification"}. Executing action GSoft.AbpZeroTemplate.Notifications.NotificationAppService.GetUserNotifications (GSoft.AbpZeroTemplate.Application)
INFO  2019-04-17 22:40:56,092 [6    ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,102 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/services/app/UserLink/GetLinkedUsers?MaxResultCount=10&SkipCount=0 application/json 
INFO  2019-04-17 22:40:56,102 [46   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,102 [46   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,102 [46   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,102 [46   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,103 [46   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,103 [46   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,107 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Notifications.NotificationAppService.GetUserNotifications (GSoft.AbpZeroTemplate.Application) with arguments (GSoft.AbpZeroTemplate.Notifications.Dto.GetUserNotificationsInput) - Validation state: Valid
INFO  2019-04-17 22:40:56,111 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetLinkedUsers", controller = "UserLink"}. Executing action GSoft.AbpZeroTemplate.Authorization.Users.UserLinkAppService.GetLinkedUsers (GSoft.AbpZeroTemplate.Application)
INFO  2019-04-17 22:40:56,111 [46   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,115 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Notifications.NotificationAppService.GetUserNotifications (GSoft.AbpZeroTemplate.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 7.0421ms.
INFO  2019-04-17 22:40:56,115 [6    ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-17 22:40:56,115 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Notifications.NotificationAppService.GetUserNotifications (GSoft.AbpZeroTemplate.Application) in 22.7994ms
INFO  2019-04-17 22:40:56,115 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 30.3475ms 200 application/json; charset=utf-8
INFO  2019-04-17 22:40:56,123 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Authorization.Users.UserLinkAppService.GetLinkedUsers (GSoft.AbpZeroTemplate.Application) with arguments (GSoft.AbpZeroTemplate.Authorization.Users.Dto.GetLinkedUsersInput) - Validation state: Valid
INFO  2019-04-17 22:40:56,128 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Authorization.Users.UserLinkAppService.GetLinkedUsers (GSoft.AbpZeroTemplate.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 4.8713ms.
INFO  2019-04-17 22:40:56,134 [46   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-17 22:40:56,134 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Authorization.Users.UserLinkAppService.GetLinkedUsers (GSoft.AbpZeroTemplate.Application) in 23.5234ms
INFO  2019-04-17 22:40:56,134 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 32.9052ms 200 application/json; charset=utf-8
INFO  2019-04-17 22:40:56,145 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/services/app/Profile/GetProfilePicture application/json 
INFO  2019-04-17 22:40:56,145 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,146 [47   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,146 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,146 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,146 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,146 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,150 [47   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetProfilePicture", controller = "Profile"}. Executing action GSoft.AbpZeroTemplate.Authorization.Users.Profile.ProfileAppService.GetProfilePicture (GSoft.AbpZeroTemplate.Application)
INFO  2019-04-17 22:40:56,151 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,159 [47   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Authorization.Users.Profile.ProfileAppService.GetProfilePicture (GSoft.AbpZeroTemplate.Application) - Validation state: Valid
INFO  2019-04-17 22:40:56,160 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Authorization.Users.Profile.ProfileAppService.GetProfilePicture (GSoft.AbpZeroTemplate.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 1.7709ms.
INFO  2019-04-17 22:40:56,161 [46   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-17 22:40:56,161 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Authorization.Users.Profile.ProfileAppService.GetProfilePicture (GSoft.AbpZeroTemplate.Application) in 10.7447ms
INFO  2019-04-17 22:40:56,161 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 16.3465ms 200 application/json; charset=utf-8
INFO  2019-04-17 22:40:56,188 [72   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/services/app/Chat/GetUserChatFriendsWithSettings application/json 
INFO  2019-04-17 22:40:56,188 [72   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,188 [72   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,188 [72   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,189 [72   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,189 [72   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,189 [72   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,191 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:5000/signalr/negotiate?enc_auth_token=wNYmO41%2F48SHNstaLVXxHCCre29BZQl1NhC6NM3R3rzpXtPQxVzH6jEzA%2FQhXFN5tu6Fk7pO53uppm1mVXMZgxbyRVz26dnepi%2FFyB6axBY%2B6gq1GL%2BuRQgoiFUCjRN2p8w6LevViwKlHyWZZJZO1DGVSjAi1m2U%2Bog9pkHw9%2FQR4Nl%2FDPnoP9JYDMpZ1zxx09u6s0GZ9%2FQ5Sjk%2BL0UfcSCbl38X8he5w9UIn%2FHvxh7ysM1CiPLsoOwtbiieSRVmrmt0JjnipAn4%2FK283F8GrGwzwgehWsqefmUnM0ckMwP9ZAdwQxWDhxv0IqNw4tDhwUYs%2F1SYdYozdNzgByhgNOBPzQDObNLlWc4vV5VMOiaBf7kwqd%2FVCFyKnub%2B7yyAKUpcOfUPHzjZOHKwKLFURUDIE9wJv%2FbkRE%2By49UaFZrN3l80ZgdLtCKzoGStJVHu%2Bi2hwrj7TNrvUP0QXdJTkmxvjUGsxN8JX3cUFHtLQnCOzdfA45DViI0CgN2egbQJwG6gv%2B2Bnu8wFmfNHsd7iRJ1U4LTLCh%2FF%2Fq4rk2DtMuwUyndnpRlsHgF7Iz3FubWU4j%2B%2B%2BVXkjAs8XsZyDZUiorU2L1MLkUIE5QeVQWIr4YfNIHkeSYtHIrhIw6%2B6buJ0l8lVMeVz8KbINIBhfLzKdCQMA0FliKrNwwqZMvNzMxeTgW10qn1YJ1AwBSGtkoP8kje%2BT%2BRreyD9fx%2BUD8lea2wQ1r65caBqekPPtqWM85njoCDOC%2FLGHWTgyDGSHNppNSmuBK8mUfZKdzroDBTh%2Fup50sSUfcRK%2B55WkGvy%2F9FuFWKk0D9%2B%2FheBjmtyLu3QcmaOOdDE4toTzggclFDi%2BksYC73h2MuzKOA8Bhtdoa8LdwmS2aiStTOI8m8O5a7 text/plain;charset=UTF-8 0
INFO  2019-04-17 22:40:56,191 [46   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,195 [46   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,195 [46   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,195 [46   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,195 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:5000/signalr-chat/negotiate?enc_auth_token=wNYmO41%2F48SHNstaLVXxHCCre29BZQl1NhC6NM3R3rzpXtPQxVzH6jEzA%2FQhXFN5tu6Fk7pO53uppm1mVXMZgxbyRVz26dnepi%2FFyB6axBY%2B6gq1GL%2BuRQgoiFUCjRN2p8w6LevViwKlHyWZZJZO1DGVSjAi1m2U%2Bog9pkHw9%2FQR4Nl%2FDPnoP9JYDMpZ1zxx09u6s0GZ9%2FQ5Sjk%2BL0UfcSCbl38X8he5w9UIn%2FHvxh7ysM1CiPLsoOwtbiieSRVmrmt0JjnipAn4%2FK283F8GrGwzwgehWsqefmUnM0ckMwP9ZAdwQxWDhxv0IqNw4tDhwUYs%2F1SYdYozdNzgByhgNOBPzQDObNLlWc4vV5VMOiaBf7kwqd%2FVCFyKnub%2B7yyAKUpcOfUPHzjZOHKwKLFURUDIE9wJv%2FbkRE%2By49UaFZrN3l80ZgdLtCKzoGStJVHu%2Bi2hwrj7TNrvUP0QXdJTkmxvjUGsxN8JX3cUFHtLQnCOzdfA45DViI0CgN2egbQJwG6gv%2B2Bnu8wFmfNHsd7iRJ1U4LTLCh%2FF%2Fq4rk2DtMuwUyndnpRlsHgF7Iz3FubWU4j%2B%2B%2BVXkjAs8XsZyDZUiorU2L1MLkUIE5QeVQWIr4YfNIHkeSYtHIrhIw6%2B6buJ0l8lVMeVz8KbINIBhfLzKdCQMA0FliKrNwwqZMvNzMxeTgW10qn1YJ1AwBSGtkoP8kje%2BT%2BRreyD9fx%2BUD8lea2wQ1r65caBqekPPtqWM85njoCDOC%2FLGHWTgyDGSHNppNSmuBK8mUfZKdzroDBTh%2Fup50sSUfcRK%2B55WkGvy%2F9FuFWKk0D9%2B%2FheBjmtyLu3QcmaOOdDE4toTzggclFDi%2BksYC73h2MuzKOA8Bhtdoa8LdwmS2aiStTOI8m8O5a7 text/plain;charset=UTF-8 0
INFO  2019-04-17 22:40:56,195 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
WARN  2019-04-17 22:40:56,195 [46   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,196 [46   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,196 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 4.6733ms 200 application/json
INFO  2019-04-17 22:40:56,197 [72   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetUserChatFriendsWithSettings", controller = "Chat"}. Executing action GSoft.AbpZeroTemplate.Chat.ChatAppService.GetUserChatFriendsWithSettings (GSoft.AbpZeroTemplate.Application)
INFO  2019-04-17 22:40:56,197 [72   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,199 [47   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,199 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,199 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,199 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,199 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,200 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 4.2209ms 200 application/json
INFO  2019-04-17 22:40:56,207 [72   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Chat.ChatAppService.GetUserChatFriendsWithSettings (GSoft.AbpZeroTemplate.Application) - Validation state: Valid
INFO  2019-04-17 22:40:56,207 [72   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Chat.ChatAppService.GetUserChatFriendsWithSettings (GSoft.AbpZeroTemplate.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 0.0983ms.
INFO  2019-04-17 22:40:56,207 [72   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-17 22:40:56,208 [72   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Chat.ChatAppService.GetUserChatFriendsWithSettings (GSoft.AbpZeroTemplate.Application) in 10.6455ms
INFO  2019-04-17 22:40:56,208 [72   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 19.8477ms 200 application/json; charset=utf-8
INFO  2019-04-17 22:40:56,227 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/signalr?enc_auth_token=wNYmO41%2F48SHNstaLVXxHCCre29BZQl1NhC6NM3R3rzpXtPQxVzH6jEzA%2FQhXFN5tu6Fk7pO53uppm1mVXMZgxbyRVz26dnepi%2FFyB6axBY%2B6gq1GL%2BuRQgoiFUCjRN2p8w6LevViwKlHyWZZJZO1DGVSjAi1m2U%2Bog9pkHw9%2FQR4Nl%2FDPnoP9JYDMpZ1zxx09u6s0GZ9%2FQ5Sjk%2BL0UfcSCbl38X8he5w9UIn%2FHvxh7ysM1CiPLsoOwtbiieSRVmrmt0JjnipAn4%2FK283F8GrGwzwgehWsqefmUnM0ckMwP9ZAdwQxWDhxv0IqNw4tDhwUYs%2F1SYdYozdNzgByhgNOBPzQDObNLlWc4vV5VMOiaBf7kwqd%2FVCFyKnub%2B7yyAKUpcOfUPHzjZOHKwKLFURUDIE9wJv%2FbkRE%2By49UaFZrN3l80ZgdLtCKzoGStJVHu%2Bi2hwrj7TNrvUP0QXdJTkmxvjUGsxN8JX3cUFHtLQnCOzdfA45DViI0CgN2egbQJwG6gv%2B2Bnu8wFmfNHsd7iRJ1U4LTLCh%2FF%2Fq4rk2DtMuwUyndnpRlsHgF7Iz3FubWU4j%2B%2B%2BVXkjAs8XsZyDZUiorU2L1MLkUIE5QeVQWIr4YfNIHkeSYtHIrhIw6%2B6buJ0l8lVMeVz8KbINIBhfLzKdCQMA0FliKrNwwqZMvNzMxeTgW10qn1YJ1AwBSGtkoP8kje%2BT%2BRreyD9fx%2BUD8lea2wQ1r65caBqekPPtqWM85njoCDOC%2FLGHWTgyDGSHNppNSmuBK8mUfZKdzroDBTh%2Fup50sSUfcRK%2B55WkGvy%2F9FuFWKk0D9%2B%2FheBjmtyLu3QcmaOOdDE4toTzggclFDi%2BksYC73h2MuzKOA8Bhtdoa8LdwmS2aiStTOI8m8O5a7&id=acohzihFAhUn6PjRndlSSQ  
INFO  2019-04-17 22:40:56,227 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,230 [47   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,230 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,230 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,230 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,230 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,258 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/signalr-chat?enc_auth_token=wNYmO41%2F48SHNstaLVXxHCCre29BZQl1NhC6NM3R3rzpXtPQxVzH6jEzA%2FQhXFN5tu6Fk7pO53uppm1mVXMZgxbyRVz26dnepi%2FFyB6axBY%2B6gq1GL%2BuRQgoiFUCjRN2p8w6LevViwKlHyWZZJZO1DGVSjAi1m2U%2Bog9pkHw9%2FQR4Nl%2FDPnoP9JYDMpZ1zxx09u6s0GZ9%2FQ5Sjk%2BL0UfcSCbl38X8he5w9UIn%2FHvxh7ysM1CiPLsoOwtbiieSRVmrmt0JjnipAn4%2FK283F8GrGwzwgehWsqefmUnM0ckMwP9ZAdwQxWDhxv0IqNw4tDhwUYs%2F1SYdYozdNzgByhgNOBPzQDObNLlWc4vV5VMOiaBf7kwqd%2FVCFyKnub%2B7yyAKUpcOfUPHzjZOHKwKLFURUDIE9wJv%2FbkRE%2By49UaFZrN3l80ZgdLtCKzoGStJVHu%2Bi2hwrj7TNrvUP0QXdJTkmxvjUGsxN8JX3cUFHtLQnCOzdfA45DViI0CgN2egbQJwG6gv%2B2Bnu8wFmfNHsd7iRJ1U4LTLCh%2FF%2Fq4rk2DtMuwUyndnpRlsHgF7Iz3FubWU4j%2B%2B%2BVXkjAs8XsZyDZUiorU2L1MLkUIE5QeVQWIr4YfNIHkeSYtHIrhIw6%2B6buJ0l8lVMeVz8KbINIBhfLzKdCQMA0FliKrNwwqZMvNzMxeTgW10qn1YJ1AwBSGtkoP8kje%2BT%2BRreyD9fx%2BUD8lea2wQ1r65caBqekPPtqWM85njoCDOC%2FLGHWTgyDGSHNppNSmuBK8mUfZKdzroDBTh%2Fup50sSUfcRK%2B55WkGvy%2F9FuFWKk0D9%2B%2FheBjmtyLu3QcmaOOdDE4toTzggclFDi%2BksYC73h2MuzKOA8Bhtdoa8LdwmS2aiStTOI8m8O5a7&id=PntX6G3Zn9XhlV4f9dGTEw  
INFO  2019-04-17 22:40:56,258 [46   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:56,262 [46   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:56,262 [46   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,262 [46   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:56,262 [46   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:56,262 [46   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:56,285 [47   ] .AspNetCore.SignalR.HubConnectionContext - Completed connection handshake. Using HubProtocol 'json'.
DEBUG 2019-04-17 22:40:56,295 [47   ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is connected: {"ConnectionId":"acohzihFAhUn6PjRndlSSQ","IpAddress":"::1","TenantId":null,"UserId":1,"ConnectTime":"2019-04-17T22:40:56.2858798+07:00","Properties":{}}
DEBUG 2019-04-17 22:40:56,295 [47   ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is registered: acohzihFAhUn6PjRndlSSQ
INFO  2019-04-17 22:40:56,298 [6    ] .AspNetCore.SignalR.HubConnectionContext - Completed connection handshake. Using HubProtocol 'json'.
DEBUG 2019-04-17 22:40:56,309 [6    ] AbpZeroTemplate.Web.Chat.SignalR.ChatHub - A client is connected: {"ConnectionId":"PntX6G3Zn9XhlV4f9dGTEw","IpAddress":"::1","TenantId":null,"UserId":1,"ConnectTime":"2019-04-17T22:40:56.3050956+07:00","Properties":{}}
INFO  2019-04-17 22:40:57,389 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/HostDashboard/GetDashboardStatisticsData?IncomeStatisticsDateInterval=1&StartDate=2019-04-09T17%3A00%3A00.000Z&EndDate=2019-04-17T16%3A59%3A59.999Z  
INFO  2019-04-17 22:40:57,389 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:57,389 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1449ms 204 
INFO  2019-04-17 22:40:57,493 [47   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/api/services/app/HostDashboard/GetDashboardStatisticsData?IncomeStatisticsDateInterval=1&StartDate=2019-04-09T17%3A00%3A00.000Z&EndDate=2019-04-17T16%3A59%3A59.999Z application/json 
INFO  2019-04-17 22:40:57,493 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:57,494 [47   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
WARN  2019-04-17 22:40:57,494 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:57,494 [47   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-17 22:40:57,494 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-17 22:40:57,494 [47   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-17 22:40:57,498 [47   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetDashboardStatisticsData", controller = "HostDashboard"}. Executing action GSoft.AbpZeroTemplate.MultiTenancy.HostDashboard.HostDashboardAppService.GetDashboardStatisticsData (GSoft.AbpZeroTemplate.Application)
INFO  2019-04-17 22:40:57,498 [47   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:40:57,503 [47   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.MultiTenancy.HostDashboard.HostDashboardAppService.GetDashboardStatisticsData (GSoft.AbpZeroTemplate.Application) with arguments (GSoft.AbpZeroTemplate.MultiTenancy.HostDashboard.Dto.GetDashboardDataInput) - Validation state: Valid
INFO  2019-04-17 22:40:57,509 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.MultiTenancy.HostDashboard.HostDashboardAppService.GetDashboardStatisticsData (GSoft.AbpZeroTemplate.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 6.5447ms.
INFO  2019-04-17 22:40:57,510 [46   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-17 22:40:57,510 [46   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.MultiTenancy.HostDashboard.HostDashboardAppService.GetDashboardStatisticsData (GSoft.AbpZeroTemplate.Application) in 12.2479ms
INFO  2019-04-17 22:40:57,510 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 16.817ms 200 application/json; charset=utf-8
DEBUG 2019-04-17 22:47:00,471 [57   ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is disconnected: acohzihFAhUn6PjRndlSSQ
INFO  2019-04-17 22:47:00,472 [57   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 364244.9118ms 101 
DEBUG 2019-04-17 22:47:00,475 [52   ] AbpZeroTemplate.Web.Chat.SignalR.ChatHub - A client is disconnected: PntX6G3Zn9XhlV4f9dGTEw
INFO  2019-04-17 22:47:00,476 [52   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 364217.569ms 101 
INFO  2019-04-17 22:47:04,743 [52   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/AbpUserConfiguration/GetAll  
INFO  2019-04-17 22:47:04,743 [52   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-17 22:47:04,743 [52   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1642ms 204 
INFO  2019-04-17 22:47:04,789 [55   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpUserConfiguration/GetAll application/json 
INFO  2019-04-17 22:47:04,789 [55   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
